web-scraper-order,web-scraper-start-url,news-link,news-link-href
"1677582826-676","https://turnbackhoax.id/page/83","[SALAH] Foto Petani Ukraina Menangkap Jet Militer Rusia","https://turnbackhoax.id/2022/03/31/salah-foto-petani-ukraina-menangkap-jet-militer-rusia/"
"1677582826-677","https://turnbackhoax.id/page/83","[SALAH] Seorang Petani Ukraina Mencuri Roket Milik Rusia","https://turnbackhoax.id/2022/03/31/salah-seorang-petani-ukraina-mencuri-roket-milik-rusia/"
"1677582826-678","https://turnbackhoax.id/page/83","[FALSE] The Miscaptioned “Mu5735 plane crash” Video","https://turnbackhoax.id/2022/03/31/false-the-miscaptioned-mu5735-plane-crash-video/"
"1677582826-679","https://turnbackhoax.id/page/83","[SALAH] Vaksin Pfizer-BioNTech Dapat Menyebabkan Radang Otak","https://turnbackhoax.id/2022/03/30/salah-vaksin-pfizer-biontech-dapat-menyebabkan-radang-otak/"
"1677582826-680","https://turnbackhoax.id/page/83","[SALAH] Foto Kakek Tua Menggendong Kucing Menjadi Korban Serangan Rusia di Ukraina","https://turnbackhoax.id/2022/03/30/salah-foto-kakek-tua-menggendong-kucing-menjadi-korban-serangan-rusia-di-ukraina/"
"1677582835-681","https://turnbackhoax.id/page/82","[SALAH] Foto Aktris Korea Selatan Jung Ho-yeon “This has to be the best photo to ever exist”","https://turnbackhoax.id/2022/04/08/salah-foto-aktris-korea-selatan-jung-ho-yeon-this-has-to-be-the-best-photo-to-ever-exist/"
"1677582835-682","https://turnbackhoax.id/page/82","[SALAH] Foto Fadli Zon “Saya minta di tembak mati saja”","https://turnbackhoax.id/2022/04/08/salah-foto-fadli-zon-saya-minta-di-tembak-mati-saja/"
"1677582835-683","https://turnbackhoax.id/page/82","[SALAH] Video “Vladimir Putin Marah Besar, Kapal Tanker Pertamina Yang Angkut Minyak Rusia, Dicegat Di Denmark”","https://turnbackhoax.id/2022/04/08/salah-video-vladimir-putin-marah-besar-kapal-tanker-pertamina-yang-angkut-minyak-rusia-dicegat-di-denmark/"
"1677582835-684","https://turnbackhoax.id/page/82","[SALAH]: Imbauan Bank Indonesia Terkait Modus Penguras Saldo Rekening di ATM","https://turnbackhoax.id/2022/04/08/salah-imbauan-bank-indonesia-terkait-modus-penguras-saldo-rekening-di-atm/"
"1677582835-685","https://turnbackhoax.id/page/82","[SALAH] Kuota 50 GB Gratis dalam Perayaan Ulang Tahun WhatsApp","https://turnbackhoax.id/2022/04/08/salah-kuota-50-gb-gratis-dalam-perayaan-ulang-tahun-whatsapp/"
"1677582835-686","https://turnbackhoax.id/page/82","[SALAH] Gambar Tangkapan Layar Artikel Detik.com “Jokowi: saya tidak berminat tiga periode kecuali dipaksa rakyat”","https://turnbackhoax.id/2022/04/08/salah-gambar-tangkapan-layar-artikel-detik-com-jokowi-saya-tidak-berminat-tiga-periode-kecuali-dipaksa-rakyat/"
"1677582835-687","https://turnbackhoax.id/page/82","[SALAH] Gambar Tangkapan Layar Artikel Viva “JUTAAN Orang Tanda Tangani Petisi Bubarkan Banser”","https://turnbackhoax.id/2022/04/08/salah-gambar-tangkapan-layar-artikel-viva-jutaan-orang-tanda-tangani-petisi-bubarkan-banser/"
"1677582835-688","https://turnbackhoax.id/page/82","[SALAH] Video “kapal Pertamina Indonesia dijarah oleh Denmark”","https://turnbackhoax.id/2022/04/07/salah-video-kapal-pertamina-indonesia-dijarah-oleh-denmark/"
"1677582835-689","https://turnbackhoax.id/page/82","[SALAH] Video “Mahasiswa masuk gedung DPR RI …”","https://turnbackhoax.id/2022/04/07/salah-video-mahasiswa-masuk-gedung-dpr-ri/"
"1677582835-690","https://turnbackhoax.id/page/82","[SALAH]: Informasi Peringkat Sayuran Anti Kanker Oleh Institut Pencegahan Kanker","https://turnbackhoax.id/2022/04/07/salah-informasi-peringkat-sayuran-anti-kanker-oleh-institut-pencegahan-kanker/"
"1677582835-691","https://turnbackhoax.id/page/82","[SALAH] “surat Al-Maidah ayat 51 dst telah diganti terjemahannya…..”","https://turnbackhoax.id/2022/04/06/salah-surat-al-maidah-ayat-51-dst-telah-diganti-terjemahannya/"
"1677582835-692","https://turnbackhoax.id/page/82","[SALAH] Presiden Ukraina Menggunakan Kaos Dengan Logo Nazi Pada Kongres AS","https://turnbackhoax.id/2022/04/06/salah-presiden-ukraina-menggunakan-kaos-dengan-logo-nazi-pada-kongres-as/"
"1677582835-693","https://turnbackhoax.id/page/82","[SALAH] Video Tempat Jatuhnya Pesawat Boeing 737-800 Milik China Eastern Airlines","https://turnbackhoax.id/2022/04/06/salah-video-tempat-jatuhnya-pesawat-boeing-737-800-milik-china-eastern-airlines/"
"1677582835-694","https://turnbackhoax.id/page/82","[SALAH] Live di Facebook, Baim Wong Bagikan Uang dan Hp Bagi yang Mampu Menebak Angka","https://turnbackhoax.id/2022/04/06/salah-live-di-facebook-baim-wong-bagikan-uang-dan-hp-bagi-yang-mampu-menebak-angka/"
"1677582835-695","https://turnbackhoax.id/page/82","[SALAH] Akun Whatsapp Anggota DPD RI Fahira Idris","https://turnbackhoax.id/2022/04/06/salah-akun-whatsapp-anggota-dpd-ri-fahira-idris/"
"1677582835-696","https://turnbackhoax.id/page/82","[SALAH] Hadiah IPhone 13 Pro Max dari PT Pos Indonesia","https://turnbackhoax.id/2022/04/06/salah-hadiah-iphone-13-pro-max-dari-pt-pos-indonesia/"
"1677582835-697","https://turnbackhoax.id/page/82","[SALAH]: Permohonan Aktor Steve Bersama Sang Anak Sebelum Dirinya Dieksekusi Mati","https://turnbackhoax.id/2022/04/05/salah-permohonan-aktor-steve-bersama-sang-anak-sebelum-dirinya-dieksekusi-mati/"
"1677582835-698","https://turnbackhoax.id/page/82","[SALAH] Video “Wow.. Kakek ini berusia sampai 399thn”","https://turnbackhoax.id/2022/04/05/salah-video-wow-kakek-ini-berusia-sampai-399thn/"
"1677582835-699","https://turnbackhoax.id/page/82","[SALAH]: Seekor Ular Raksasa Melilit Sebuah Mobil Van","https://turnbackhoax.id/2022/04/04/salah-seekor-ular-raksasa-melilit-sebuah-mobil-van/"
"1677582835-700","https://turnbackhoax.id/page/82","[SALAH] “Selamat buat Dr. Terawan yang sebentar lg akan Resmi jd Milik Jerman dan bertugas disana”","https://turnbackhoax.id/2022/04/04/salah-selamat-buat-dr-terawan-yang-sebentar-lg-akan-resmi-jd-milik-jerman-dan-bertugas-disana/"
"1677582836-701","https://turnbackhoax.id/page/81","[SALAH] Akun Telegram Bibit.id","https://turnbackhoax.id/2022/04/13/salah-akun-telegram-bibit-id/"
"1677582836-702","https://turnbackhoax.id/page/81","[SALAH] Akun Telegram PT Monex Investindo Futures","https://turnbackhoax.id/2022/04/13/salah-akun-telegram-pt-monex-investindo-futures/"
"1677582836-703","https://turnbackhoax.id/page/81","[SALAH] Majapahit Menginvasi Jepang","https://turnbackhoax.id/2022/04/12/salah-majapahit-menginvasi-jepang/"
"1677582836-704","https://turnbackhoax.id/page/81","[SALAH]: Mumi Dinosaurus Appalachiosaurus Ditemukan di Tennessee","https://turnbackhoax.id/2022/04/12/salah-mumi-dinosaurus-appalachiosaurus-ditemukan-di-tennessee/"
"1677582836-705","https://turnbackhoax.id/page/81","[SALAH] Video Bayi Pakistan Berusia 7 Hari yang Ditembak Ayah Kandungnya pada 5 Maret 2022","https://turnbackhoax.id/2022/04/12/salah-video-bayi-pakistan-berusia-7-hari-yang-ditembak-ayah-kandungnya-pada-5-maret-2022/"
"1677582836-706","https://turnbackhoax.id/page/81","[SALAH] Ratusan Bus di Bakauheni yang Menuju Jakarta Diputar Balik pada 9 April 2022","https://turnbackhoax.id/2022/04/11/salah-ratusan-bus-di-bakauheni-yang-menuju-jakarta-diputar-balik-pada-9-april-2022/"
"1677582836-707","https://turnbackhoax.id/page/81","[SALAH] Foto Dokumentasi Pernikahan Massal Antara Pria Dewasa dan Gadis Pra-Remaja","https://turnbackhoax.id/2022/04/11/salah-foto-dokumentasi-pernikahan-massal-antara-pria-dewasa-dan-gadis-pra-remaja/"
"1677582836-708","https://turnbackhoax.id/page/81","[SALAH] Foto Pemadam Kebakaran Ukraina","https://turnbackhoax.id/2022/04/11/salah-foto-pemadam-kebakaran-ukraina/"
"1677582836-709","https://turnbackhoax.id/page/81","[SALAH] CNN Mengabarkan Bahwa Sebuah Hotel di Ukraina Telah Dibom Oleh Pasukan Rusia","https://turnbackhoax.id/2022/04/11/salah-cnn-mengabarkan-bahwa-sebuah-hotel-di-ukraina-telah-dibom-oleh-pasukan-rusia/"
"1677582836-710","https://turnbackhoax.id/page/81","[SALAH] Vaksin COVID-19 Mengandung Luciferase Dan Menjadi Alat Pelacak","https://turnbackhoax.id/2022/04/11/salah-vaksin-covid-19-mengandung-luciferase-dan-menjadi-alat-pelacak/"
"1677582836-711","https://turnbackhoax.id/page/81","[SALAH] Akun Instagram PT. Elnusa Tbk “instagram.com/careerelnusa”","https://turnbackhoax.id/2022/04/11/salah-akun-instagram-pt-elnusa-tbk-instagram-com-careerelnusa/"
"1677582836-712","https://turnbackhoax.id/page/81","[SALAH] Video “keren kan untuk pengamanan 11 April 2022”","https://turnbackhoax.id/2022/04/11/salah-video-keren-kan-untuk-pengamanan-11-april-2022/"
"1677582836-713","https://turnbackhoax.id/page/81","[SALAH] INNALILLAHI WA INNA ILAIHI ROJIUN, Artis Ike Nurjanah Meninggal Dunia","https://turnbackhoax.id/2022/04/11/salah-innalillahi-wa-inna-ilaihi-rojiun-artis-ike-nurjanah-meninggal-dunia/"
"1677582836-714","https://turnbackhoax.id/page/81","[SALAH] “Jogja hari ini stay safe semuanya!”","https://turnbackhoax.id/2022/04/10/salah-jogja-hari-ini-stay-safe-semuanya/"
"1677582836-715","https://turnbackhoax.id/page/81","[SALAH]: Getah Daun Kemangi Dapat Obati Gatal Pada Kulit","https://turnbackhoax.id/2022/04/10/salah-getah-daun-kemangi-dapat-obati-gatal-pada-kulit/"
"1677582836-716","https://turnbackhoax.id/page/81","[SALAH]: Mengonsumsi Buah Zuriat Dapat Meningkatkan Peluang Kehamilan","https://turnbackhoax.id/2022/04/10/salah-mengonsumsi-buah-zuriat-dapat-meningkatkan-peluang-kehamilan/"
"1677582836-717","https://turnbackhoax.id/page/81","[SALAH] Hari ini kantor DPRD Palembang di gempur perlawanan mahasiswa","https://turnbackhoax.id/2022/04/10/salah-hari-ini-kantor-dprd-palembang-di-gempur-perlawanan-mahasiswa/"
"1677582836-718","https://turnbackhoax.id/page/81","[SALAH] Guru cantik perkosa siswanya berkali-kali. Siswa masih polos, orang tua melapor tidak terima.","https://turnbackhoax.id/2022/04/10/salah-guru-cantik-perkosa-siswanya-berkali-kali-siswa-masih-polos-orang-tua-melapor-tidak-terima/"
"1677582836-719","https://turnbackhoax.id/page/81","[SALAH] 50 TON MINYAK GORENG DI KEDIAMAN IBAS","https://turnbackhoax.id/2022/04/09/salah-50-ton-minyak-goreng-di-kediaman-ibas/"
"1677582836-720","https://turnbackhoax.id/page/81","[SALAH] Artikel Detik berjudul “Cerita Ajid Terobos SD Ambruk di Cianjur demi Selamatkan Foto Lesti”","https://turnbackhoax.id/2022/04/09/salah-artikel-detik-berjudul-cerita-ajid-terobos-sd-ambruk-di-cianjur-demi-selamatkan-foto-lesti/"
"1677582838-721","https://turnbackhoax.id/page/80","[SALAH] Permen Dot Mengandung Narkoba","https://turnbackhoax.id/2022/04/15/salah-permen-dot-mengandung-narkoba/"
"1677582838-722","https://turnbackhoax.id/page/80","[SALAH] Krisdayanti Meninggal Dunia Akibat Dibekap Suaminya","https://turnbackhoax.id/2022/04/14/salah-krisdayanti-meninggal-dunia-akibat-dibekap-suaminya/"
"1677582838-723","https://turnbackhoax.id/page/80","[SALAH] Bayi Berumur 3 Hari Bisa Menyebut Nama “Allah”","https://turnbackhoax.id/2022/04/14/salah-bayi-berumur-3-hari-bisa-menyebut-nama-allah/"
"1677582838-724","https://turnbackhoax.id/page/80","[SALAH] Surat Edaran Program Santunan Donasi Menyambut Bulan Suci Ramadhan dari Dinas Sosial Kabupaten Jember","https://turnbackhoax.id/2022/04/14/salah-surat-edaran-program-santunan-donasi-menyambut-bulan-suci-ramadhan-dari-dinas-sosial-kabupaten-jember/"
"1677582838-725","https://turnbackhoax.id/page/80","[SALAH] Akun Whatsapp Bupati Kediri Hanindhito Himawan Pramana “+62 83815890086”","https://turnbackhoax.id/2022/04/14/salah-akun-whatsapp-bupati-kediri-hanindhito-himawan-pramana-62-83815890086/"
"1677582838-726","https://turnbackhoax.id/page/80","[SALAH] Akun Whatsapp Kasatres Polresta Sidoarjo Oscar Stefanus Setja “+6282175438282”","https://turnbackhoax.id/2022/04/14/salah-akun-whatsapp-kasatres-polresta-sidoarjo-oscar-stefanus-setja-6282175438282/"
"1677582838-727","https://turnbackhoax.id/page/80","[SALAH] Lowongan Kerja Dinas Kesehatan Kabupaten Kediri","https://turnbackhoax.id/2022/04/14/salah-lowongan-kerja-dinas-kesehatan-kabupaten-kediri/"
"1677582838-728","https://turnbackhoax.id/page/80","[SALAH] Akun Whatsapp Bupati Kapuas Hulu Fransiskus Diaan “+62895360646633”","https://turnbackhoax.id/2022/04/14/salah-akun-whatsapp-bupati-kapuas-hulu-fransiskus-diaan-62895360646633/"
"1677582838-729","https://turnbackhoax.id/page/80","[SALAH] “Kalau Label Halal Diambil Kemenag, Lalu Pengurus MUI Makan Apa?”","https://turnbackhoax.id/2022/04/14/salah-kalau-label-halal-diambil-kemenag-lalu-pengurus-mui-makan-apa/"
"1677582838-730","https://turnbackhoax.id/page/80","[SALAH] Tautan Hadiah Rp2.000.000 dalam Rangka Ulang Tahun BRI ke 130 Tahun","https://turnbackhoax.id/2022/04/14/salah-tautan-hadiah-rp2-000-000-dalam-rangka-ulang-tahun-bri-ke-130-tahun/"
"1677582838-731","https://turnbackhoax.id/page/80","[SALAH] Video “Dia adalah PEMBINA BRIMOB saat ini. Namanya Thahir alias Ang Tjoeng Ming.”","https://turnbackhoax.id/2022/04/14/salah-video-dia-adalah-pembina-brimob-saat-ini-namanya-thahir-alias-ang-tjoeng-ming/"
"1677582838-732","https://turnbackhoax.id/page/80","[SALAH] Warung Makan di Klaten Dibakar Warga karena Berjualan di Bulan Puasa","https://turnbackhoax.id/2022/04/14/salah-warung-makan-di-klaten-dibakar-warga-karena-berjualan-di-bulan-puasa/"
"1677582838-733","https://turnbackhoax.id/page/80","[SALAH] Nagita Gugat Cerai Suami Ke Pengadilan","https://turnbackhoax.id/2022/04/14/salah-nagita-gugat-cerai-suami-ke-pengadilan/"
"1677582838-734","https://turnbackhoax.id/page/80","[SALAH] Mahasiswa Batal Puasa Karena Demo di Depan Gedung DPRK Langsa","https://turnbackhoax.id/2022/04/14/salah-mahasiswa-batal-puasa-karena-demo-di-depan-gedung-dprk-langsa/"
"1677582838-735","https://turnbackhoax.id/page/80","[SALAH] Hadiah 2 juta Perayaan Ulang Tahun Super Indo ke-25","https://turnbackhoax.id/2022/04/13/salah-hadiah-2-juta-perayaan-ulang-tahun-super-indo-ke-25/"
"1677582838-736","https://turnbackhoax.id/page/80","[SALAH] Ayla Kristine 16 tahun dibesarkan oleh anjing","https://turnbackhoax.id/2022/04/13/salah-ayla-kristine-16-tahun-dibesarkan-oleh-anjing/"
"1677582838-737","https://turnbackhoax.id/page/80","[SALAH] Kebakaran Di Lokasi Syuting, Pemeran Ikatan Cinta Meninggal Dunia","https://turnbackhoax.id/2022/04/13/salah-kebakaran-di-lokasi-syuting-pemeran-ikatan-cinta-meninggal-dunia/"
"1677582838-738","https://turnbackhoax.id/page/80","[SALAH] “Jakarta hari ini”","https://turnbackhoax.id/2022/04/13/salah-jakarta-hari-ini/"
"1677582838-739","https://turnbackhoax.id/page/80","[SALAH] Video Sekelompok Orang Bermain Sepatu Roda di Purwokerto, Indonesia","https://turnbackhoax.id/2022/04/13/salah-video-sekelompok-orang-bermain-sepatu-roda-di-purwokerto-indonesia/"
"1677582838-740","https://turnbackhoax.id/page/80","[SALAH] Beras Produksi UD Widodo Mengandung Bahan Kimia","https://turnbackhoax.id/2022/04/13/salah-beras-produksi-ud-widodo-mengandung-bahan-kimia/"
"1677582841-741","https://turnbackhoax.id/page/79","[SALAH]: Video Benda Asing Menabrak Bulan","https://turnbackhoax.id/2022/04/20/salah-video-benda-asing-menabrak-bulan/"
"1677582841-742","https://turnbackhoax.id/page/79","[SALAH] Ibu Gorok Anaknya Karena Bangunkan Sahur","https://turnbackhoax.id/2022/04/20/salah-ibu-gorok-anaknya-karena-bagunkan-sahur/"
"1677582841-743","https://turnbackhoax.id/page/79","[SALAH] Gambar Tangkapan Layar Artikel berjudul “Ma’ruf Amin Sebut Uang Haji Dipakai Dulu untuk IKN Haji Dipakai Dulu untuk IKN dan Infrastruktur”","https://turnbackhoax.id/2022/04/20/salah-gambar-tangkapan-layar-artikel-berjudul-maruf-amin-sebut-uang-haji-dipakai-dulu-untuk-ikn-haji-dipakai-dulu-untuk-ikn-dan-infrastruktur/"
"1677582841-744","https://turnbackhoax.id/page/79","[SALAH] Berita CNN tentang “TEKA-TEKI KEHADIRAN ADAE ARMANDO DI GEDUNG DPR-RI, BABAK BELUR DI HAJAR SEKELOMPOK ORAG TERJAWAB SUDAH”","https://turnbackhoax.id/2022/04/20/salah-berita-cnn-tentang-teka-teka-kehadiran-adae-armando-di-gedung-dpr-ri-babak-belur-di-hajar-sekelompok-orag-terjawab-sudah/"
"1677582841-745","https://turnbackhoax.id/page/79","[SALAH] Bayangan Mengerikan Hiroshima","https://turnbackhoax.id/2022/04/19/salah-bayangan-mengerikan-hiroshima/"
"1677582841-746","https://turnbackhoax.id/page/79","[SALAH] Foto Jokowi dan Ma’ruf Amin Menjenguk Ade Armando","https://turnbackhoax.id/2022/04/19/salah-foto-jokowi-dan-maruf-amin-menjenguk-ade-armando/"
"1677582841-747","https://turnbackhoax.id/page/79","[SALAH] Lowongan Kerja PT Kereta Api Indonesia untuk Periode Mei 2022","https://turnbackhoax.id/2022/04/19/salah-lowongan-kerja-pt-kereta-api-indonesia-untuk-periode-mei-2022/"
"1677582841-748","https://turnbackhoax.id/page/79","[SALAH] Gerai Makanan Cepat Saji “Uncle Vanya” yang Pertama Telah dibuka di Kota Moskow, Rusia","https://turnbackhoax.id/2022/04/19/salah-gerai-makanan-cepat-saji-uncle-vanya-yang-pertama-telah-dibuka-di-kota-moskow-rusia/"
"1677582841-749","https://turnbackhoax.id/page/79","[SALAH] Penawaran Mobil Lelang oleh Direktorat Jenderal Keuangan Negara (DitjenKN) dengan Cicilan Melalui WhatsApp","https://turnbackhoax.id/2022/04/19/salah-penawaran-mobil-lelang-oleh-direktorat-jenderal-keuangan-negara-ditjenkn-dengan-cicilan-melalui-whatsapp/"
"1677582841-750","https://turnbackhoax.id/page/79","[SALAH] “video Presiden Joe merayakan kejatuhan Imran Khan PM Pakistan”","https://turnbackhoax.id/2022/04/17/salah-video-presiden-joe-merayakan-kejatuhan-imran-khan-pm-pakistan/"
"1677582841-751","https://turnbackhoax.id/page/79","[SALAH] Vaksin Booster Covid-19 Dapat Menyebabkan AIDS","https://turnbackhoax.id/2022/04/17/salah-vaksin-booster-covid-19-dapat-menyebabkan-aids/"
"1677582841-752","https://turnbackhoax.id/page/79","[SALAH] Jokowi Mengatakan Revolusi Mental Akan Gagal Kalau Agama Tidak Dipisahkan dari Politik","https://turnbackhoax.id/2022/04/17/salah-jokowi-mengatakan-revolusi-mental-akan-gagal-kalau-agama-tidak-dipisahkan-dari-politik/"
"1677582841-753","https://turnbackhoax.id/page/79","[SALAH] “Ingin Melawan Tapi Takut Dipenjara, Driver Shopee Food Pasrah Jadi Korban Begal”","https://turnbackhoax.id/2022/04/17/salah-ingin-melawan-tapi-takut-dipenjara-driver-shopee-food-pasrah-jadi-korban-begal/"
"1677582841-754","https://turnbackhoax.id/page/79","[SALAH] Perwira Polisi Ipda Imam Agus Husain Meninggal Saat Mengamankan Demo di Kendari","https://turnbackhoax.id/2022/04/17/salah-perwira-polisi-ipda-imam-agus-husain-meninggal-saat-mengamankan-demo-di-kendari/"
"1677582841-755","https://turnbackhoax.id/page/79","[SALAH] Video Paspampres Donald Trump Memakai Tangan Palsu untuk Menyembunyikan Tangan Asli yang Siap Memegang Senjata","https://turnbackhoax.id/2022/04/17/salah-video-paspampres-donald-trump-memakai-tangan-palsu-untuk-menyembunyikan-tangan-asli-yang-siap-memegang-senjata/"
"1677582841-756","https://turnbackhoax.id/page/79","[SALAH] Amandemen untuk Menghilangkan Kalimat Syahadat dari Bendera Arab Saudi","https://turnbackhoax.id/2022/04/17/salah-amandemen-untuk-menghilangkan-kalimat-syahadat-dari-bendera-arab-saudi/"
"1677582841-757","https://turnbackhoax.id/page/79","[SALAH] Lowongan Kerja Angkasa Pura 1","https://turnbackhoax.id/2022/04/16/salah-lowongan-kerja-angkasa-pura-1/"
"1677582841-758","https://turnbackhoax.id/page/79","[SALAH] Pesan WhatsApp Bantuan BPJS Kesehatan Sebesar Rp75 Juta","https://turnbackhoax.id/2022/04/16/salah-pesan-whatsapp-bantuan-bpjs-kesehatan-sebesar-rp75-juta/"
"1677582841-759","https://turnbackhoax.id/page/79","[SALAH]: Singapura Terlihat Dari Batam Menggunakan Kamera HP Nokia Terbaru","https://turnbackhoax.id/2022/04/16/salah-singapura-terlihat-dari-batam-menggunakan-kamera-hp-nokia-terbaru/"
"1677582841-760","https://turnbackhoax.id/page/79","[SALAH] “PUTIN ANTI LGBT”","https://turnbackhoax.id/2022/04/16/salah-putin-anti-lgbt/"
"1677582847-761","https://turnbackhoax.id/page/78","[SALAH] Bendera Uni Soviet Dikibarkan di Mariupol di Tengah Ketegangan Rusia – Ukraina Tahun Ini","https://turnbackhoax.id/2022/04/22/salah-bendera-uni-soviet-dikibarkan-di-mariupol-di-tengah-ketegangan-rusia-ukraina-tahun-ini/"
"1677582847-762","https://turnbackhoax.id/page/78","[SALAH] Pelarangan Daging oleh FDA di Amerika Serikat","https://turnbackhoax.id/2022/04/21/salah-pelarangan-daging-oleh-fda-di-amerika-serikat/"
"1677582847-763","https://turnbackhoax.id/page/78","[SALAH] Foto Ruang Tunggu Utama di Kapal Titanic yang Diambil pada 1912","https://turnbackhoax.id/2022/04/21/salah-foto-ruang-tunggu-utama-di-kapal-titanic-yang-diambil-pada-1912/"
"1677582847-764","https://turnbackhoax.id/page/78","[SALAH] CEO Moderna, Stéphane Bancel, Menghapus Akun Twitternya dan Membuang Saham Moderna (mRNA) Miliknya Hingga 400 Juta Dollar AS","https://turnbackhoax.id/2022/04/21/salah-ceo-moderna-stephane-bancel-menghapus-akun-twitternya-dan-membuang-saham-moderna-mrna-miliknya-hingga-400-juta-dollar-as/"
"1677582847-765","https://turnbackhoax.id/page/78","[SALAH] Helli mendarat darurat di toll merak","https://turnbackhoax.id/2022/04/21/salah-helli-mendarat-darurat-di-toll-merak/"
"1677582847-766","https://turnbackhoax.id/page/78","[SALAH] Tangkapan Layar Berita merdeka.com “Menteri Yaqut: Minta polisi jaga masjid saat tarawih untuk cegah radikalisme”","https://turnbackhoax.id/2022/04/21/salah-tangkapan-layar-berita-merdeka-com-menteri-yaqut-minta-polisi-jaga-masjid-saat-tarawih-untuk-cegah-radikalisme/"
"1677582847-767","https://turnbackhoax.id/page/78","[SALAH] “Photo asli RA Kartini ketika menjadi santri Kyai Saleh Darat. Tidak memakai konde dan berkebaya”","https://turnbackhoax.id/2022/04/21/salah-photo-asli-ra-kartini-ketika-menjadi-santri-kyai-saleh-darat-tidak-memakai-konde-dan-berkebaya/"
"1677582847-768","https://turnbackhoax.id/page/78","[SALAH] Gambar Tangkapan Layar Artikel Merdeka.com “Mahfud MD: Jokowi bapak pahlawan bangsa melebihi Jendral Sudirman”","https://turnbackhoax.id/2022/04/21/salah-gambar-tangkapan-layar-artikel-merdeka-com-mahfud-md-jokowi-bapak-pahlawan-bangsa-melebihi-jendral-sudirman/"
"1677582847-769","https://turnbackhoax.id/page/78","[SALAH] Foto “Penampakan Bigfoot terlihat oleh seorang warga di Purwokerto yang sedang memancing”","https://turnbackhoax.id/2022/04/21/salah-foto-penampakan-bigfoot-terlihat-oleh-seorang-warga-di-purwokerto-yang-sedang-memancing/"
"1677582847-770","https://turnbackhoax.id/page/78","[SALAH] Foto Pasangan Menyaksikan Peluncuran Roket Apollo 8 tahun 1968","https://turnbackhoax.id/2022/04/21/salah-foto-pasangan-menyaksikan-peluncuran-roket-apollo-8-tahun-1968/"
"1677582847-771","https://turnbackhoax.id/page/78","[SALAH] Foto “Kejadian subuh, tak senang dibangunkan sahur pakai pengeras suara marbot mesjid diker0yok masa hingga t3was”","https://turnbackhoax.id/2022/04/21/salah-foto-kejadian-subuh-tak-senang-dibangunkan-sahur-pakai-pengeras-suara-marbot-mesjid-diker0yok-masa-hingga-t3was/"
"1677582847-772","https://turnbackhoax.id/page/78","[SALAH] ANIES RESMI DICOPOT !","https://turnbackhoax.id/2022/04/21/salah-anies-resmi-dicopot/"
"1677582847-773","https://turnbackhoax.id/page/78","[SALAH] “resto mang Engking RUMAH MAKAN PENDANA RADIKAL DAN KHILAFAH PERUSAK NKRI”","https://turnbackhoax.id/2022/04/21/salah-resto-mang-engking-rumah-makan-pendana-radikal-dan-khilafah-perusak-nkri/"
"1677582847-774","https://turnbackhoax.id/page/78","[SALAH] “ATAS PERINTAH LUHUT AMIEN RAIS AKHIRNYA DIJEMPUT PAKSA”","https://turnbackhoax.id/2022/04/20/salah-atas-perintah-luhut-amien-rais-akhirnya-dijemput-paksa/"
"1677582847-775","https://turnbackhoax.id/page/78","[SALAH] “KETUA IDI RESMI DIPECAT”","https://turnbackhoax.id/2022/04/20/salah-ketua-idi-resmi-dipecat/"
"1677582847-776","https://turnbackhoax.id/page/78","[SALAH] Berita Merdeka.com: “Ma’ruf Amin: Jokowi Punya Mukjizat Bisa Berbicara dengan Binatang Seperti Nabi Sulaiman”","https://turnbackhoax.id/2022/04/20/salah-berita-merdeka-com-maruf-amin-jokowi-punya-mukjizat-bisa-berbicara-dengan-binatang-seperti-nabi-sulaiman/"
"1677582847-777","https://turnbackhoax.id/page/78","[SALAH] “Rusia Ancam Serang Israel jika Pendudukan terhadap Palestina tak Segera Dihentikan”","https://turnbackhoax.id/2022/04/20/salah-rusia-ancam-serang-israel-jika-pendudukan-terhadap-palestina-tak-segera-dihentikan/"
"1677582847-778","https://turnbackhoax.id/page/78","[SALAH] Ma’ruf Amin: “Kalau Jokowi Terpilih Lagi 3 Periode Ibu-Ibu Cukup Bayar Pakai Kartu”","https://turnbackhoax.id/2022/04/20/salah-maruf-amin-kalau-jokowi-terpilih-lagi-3-periode-ibu-ibu-cukup-bayar-pakai-kartu/"
"1677582847-779","https://turnbackhoax.id/page/78","[SALAH] Video “Apa negara ini sudah dimiliki oleh tiongkok??”","https://turnbackhoax.id/2022/04/20/salah-video-apa-negara-ini-sudah-dimiliki-oleh-tiongkok/"
"1677582847-780","https://turnbackhoax.id/page/78","[SALAH]: Foto Gadis 16 Tahun Yang Dipenjara Karena Membunuh Pemerkosanya","https://turnbackhoax.id/2022/04/20/salah-foto-gadis-16-tahun-yang-dipenjara-karena-membunuh-pemerkosanya/"
"1677582851-781","https://turnbackhoax.id/page/77","[SALAH]: Artikel","https://turnbackhoax.id/2022/04/26/salah-artikel-merdeka-com-maruf-siapa-yang-gak-mau-bayar-zakat-masuk-neraka-jahanam/"
"1677582851-782","https://turnbackhoax.id/page/77","[SALAH] Akun WhatsApp Kepala Dinas Perhubungan Kalimantan Tengah Yuliandra Dedy “081282361142”","https://turnbackhoax.id/2022/04/26/salah-akun-whatsapp-kepala-dinas-perhubungan-kalimantan-tengah-yuliandra-dedy-081282361142/"
